company,symbol,exchange,date,quarter,status,verificationLevel,source,sourceReference,verifiedAt
Innovana Thinklabs Limited,INNOVANA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
IPCA Laboratories Limited,IPCALAB,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Jai Corp Limited,JAICORPLTD,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
JBF Industries Limited,JBFIND,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
JSW Cement Limited,JSWCEMENT,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Jtekt India Limited,JTEKTINDIA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Jubilant Foodworks Limited,JUBLFOOD,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Kamdhenu Ventures Limited,KAMOPAINTS,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Karma Energy Limited,KARMAENG,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Keynote Financial Services Limited,KEYFINSERV,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Kothari Sugars And Chemicals Limited,KOTARISUG,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Kaveri Seed Company Limited,KSCL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
K S Oils Limited,KSOILS,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Latteys Industries Limited,LATTEYS,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
LG Electronics India Limited,LGEINDIA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Madhucon Projects Limited,MADHUCON,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Marsons Limited,MARSONS,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Mask Investments Limited,MASKINVEST,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Mercury Ev-Tech Limited,MERCURYEV,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Max Financial Services Limited,MFSL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Minda Corporation Limited,MINDACORP,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
M K Proteins Limited,MKPL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
MODISON LIMITED,MODISONLTD,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Mstc Limited,MSTCLTD,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Nagreeka Exports Limited,NAGREEKEXP,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Page Industries Limited,PAGEIND,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Praj Industries Limited,PRAJIND,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Precot Limited,PRECOT,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Rane Holdings Limited,RANEHOLDIN,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Regency Ceramics Limited,REGENCERAM,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Relaxo Footwears Limited,RELAXO,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Sadbhav Engineering Limited,SADBHAV,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Synergy Green Industries Limited,SGIL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
STL Global Limited,SGL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Shradha Realty Limited,SHRADHA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Shree Rama Multi-Tech Limited,SHREERAMA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
SIL Investments Limited,SILINV,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Sarthak Metals Limited,SMLT,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Stanley Lifestyles Limited,STANLEY,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Sundaram Multi Pap Limited,SUNDARAM,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Superhouse Limited,SUPERHOUSE,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
SWAN CORP LIMITED,SWANCORP,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
The Investment Trust Of India Limited,THEINVEST,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Themis Medicare Limited,THEMISMED,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Technocraft Industries (India) Limited,TIIL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
TIL Limited,TIL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Tata Motors Passenger Vehicles Limited,TMPV,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
TVS Srichakra Limited,TVSSRICHAK,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
UCAL LIMITED,UCAL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Unicommerce Esolutions Limited,UNIECOM,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
V2 Retail Limited,V2RETAIL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vaswani Industries Limited,VASWANI,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Veranda Learning Solutions Limited,VERANDA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
VIP Clothing Limited,VIPCLOTHNG,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Vishwaraj Sugar Industries Limited,VISHWARAJ,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Visagar Polytex Limited,VIVIDHA,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
VMS TMT Limited,VMSTMT,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
V.S.T Tillers Tractors Limited,VSTTILLERS,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Weizmann Limited,WEIZMANIND,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
WE WIN LIMITED,WEWIN,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Xchanging Solutions Limited,XCHANGING,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Zenith Steel Pipes & Industries Limited,ZENITHSTL,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
ZUARI INDUSTRIES LIMITED,ZUARIIND,NSE,2026-08-13,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
3M India Limited,3MINDIA,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Aksh Optifibre Limited,AKSHOPTFBR,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Alkem Laboratories Limited,ALKEM,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Alpa Laboratories Limited,ALPA,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Ashok Leyland Limited,ASHOKLEY,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Bannari Amman Sugars Limited,BANARISUG,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Bharat Dynamics Limited,BDL,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
BF Investment Limited,BFINVEST,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
BF Utilities Limited,BFUTILITIE,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Blue Chip India Limited,BLUECHIP,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Deepak Builders & Engineers India Limited,DBEIL,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Everest Kanto Cylinder Limited,EKC,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Electrotherm (India) Limited,ELECTHERM,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Emmbi Industries Limited,EMMBI,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Eros International Media Limited,EROSMEDIA,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Fiberweb (India) Limited,FIBERWEB,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Globe International Carriers Limited,GICL,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
GVK Power & Infrastructure Limited,GVKPIL,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Heranba Industries Limited,HERANBA,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Knowledge Marine & Engineering Works Limited,KMEW,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Kothari Petrochemicals Limited,KOTHARIPET,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
Lasa Supergenerics Limited,LASA,NSE,2026-08-14,Q1 FY27,confirmed,official-exchange,NSE Event Calendar,https://www.nseindia.com/companies-listing/corporate-filings-event-calendar,2026-08-05T17:54:21+00:00
